case_id,Z,metric,stride_xy,mean_sim,median_sim,p10_sim,p90_sim,min_sim,max_sim
s0574,32,ssim,1,0.6471516489982605,0.6423654556274414,0.5822200179100037,0.7217356562614441,0.5563674569129944,0.7587364912033081
s1208,32,ssim,1,0.6449288129806519,0.6346010565757751,0.5819869637489319,0.7352139949798584,0.5575100183486938,0.7709642052650452
s0548,32,ssim,1,0.6423303484916687,0.6469069123268127,0.596831738948822,0.6944517493247986,0.5486269593238831,0.7295334935188293
s0171,32,ssim,1,0.6422697305679321,0.6392329931259155,0.5681576728820801,0.7217453122138977,0.5313199758529663,0.7576795220375061
s0436,32,ssim,1,0.6418107151985168,0.6520840525627136,0.5203146934509277,0.726057231426239,0.4781658351421356,0.7506151795387268
s0502,32,ssim,1,0.6390437483787537,0.6239948272705078,0.5442054271697998,0.7401711940765381,0.5270126461982727,0.747227668762207
s0024,32,ssim,1,0.6379819512367249,0.6560753583908081,0.5576422810554504,0.6978029608726501,0.5363098978996277,0.7319720983505249
s0285,32,ssim,1,0.6372382640838623,0.6395291686058044,0.6054625511169434,0.6691887378692627,0.5868193507194519,0.6804290413856506
s0241,32,ssim,1,0.6293640732765198,0.630924642086029,0.5827241539955139,0.6744628548622131,0.5696231722831726,0.6903754472732544
s0157,32,ssim,1,0.6290662884712219,0.6329551339149475,0.5709582567214966,0.6839707493782043,0.5458023548126221,0.6938148736953735
s0751,32,ssim,1,0.6199782490730286,0.626929759979248,0.5333186388015747,0.6949498653411865,0.5081016421318054,0.7182282209396362
s0167,32,ssim,1,0.6196655631065369,0.7038808465003967,0.43342116475105286,0.7721778750419617,0.40653467178344727,0.7907283306121826
s0123,32,ssim,1,0.6175233125686646,0.6662638783454895,0.4661296010017395,0.7206695675849915,0.06958997249603271,0.7579680681228638
s1334,32,ssim,1,0.6163989305496216,0.6232043504714966,0.5205430388450623,0.7125396132469177,0.49657920002937317,0.7560772895812988
s0004,32,ssim,1,0.6161429286003113,0.6520837545394897,0.5366479158401489,0.7478782534599304,0.052005570381879807,0.7712864279747009
s0377,32,ssim,1,0.6148355007171631,0.6037793159484863,0.5228926539421082,0.7261956334114075,0.49586984515190125,0.8010676503181458
s0697,32,ssim,1,0.6138002872467041,0.5802339911460876,0.5564233660697937,0.7565588355064392,0.5431774258613586,0.8040867447853088
s0503,32,ssim,1,0.6127994060516357,0.6843664050102234,0.3477950096130371,0.7715631723403931,0.3194485604763031,0.798342227935791
s1349,32,ssim,1,0.6116455793380737,0.6062761545181274,0.5320054292678833,0.685752809047699,0.5251749753952026,0.7026240229606628
s0931,32,ssim,1,0.6057358384132385,0.610767126083374,0.47733405232429504,0.7284839153289795,0.4470289349555969,0.7989254593849182
s0067,32,ssim,1,0.6054190397262573,0.5969946980476379,0.5203379392623901,0.7011330723762512,0.4161261320114136,0.785464882850647
s1344,32,ssim,1,0.6040834188461304,0.6177967190742493,0.521431028842926,0.6957500576972961,0.4943411350250244,0.7385031580924988
s0497,32,ssim,1,0.6032191514968872,0.6261423230171204,0.41120588779449463,0.7382026314735413,0.35162514448165894,0.7927396297454834
s0336,32,ssim,1,0.6004480123519897,0.5943681597709656,0.5327175855636597,0.6821393370628357,0.504316508769989,0.6961148381233215
s0158,32,ssim,1,0.599885106086731,0.5944355726242065,0.5434077382087708,0.666239321231842,0.5234954953193665,0.6898748278617859
s1013,32,ssim,1,0.598063588142395,0.5810312628746033,0.5573849081993103,0.6488057971000671,0.5370208024978638,0.6633997559547424
s1062,32,ssim,1,0.5960553288459778,0.6073081493377686,0.5306748747825623,0.6758939027786255,0.48007887601852417,0.7135538458824158
s0383,32,ssim,1,0.5935534238815308,0.619270384311676,0.452553391456604,0.6647886633872986,0.42723211646080017,0.6809872388839722
s0498,32,ssim,1,0.5932134985923767,0.5873348712921143,0.5587107539176941,0.6288772821426392,0.536573588848114,0.6532196998596191
s1142,32,ssim,1,0.5922397375106812,0.5712394714355469,0.537570059299469,0.6698057055473328,0.5254341959953308,0.6921271681785583
s0389,32,ssim,1,0.5922057628631592,0.5903583765029907,0.5673494338989258,0.6152282357215881,0.5544118285179138,0.6425996422767639
s0521,32,ssim,1,0.5902773141860962,0.5904701352119446,0.4355228543281555,0.7488585114479065,0.4208368957042694,0.7989271283149719
s0182,32,ssim,1,0.589579164981842,0.5864425301551819,0.5599980354309082,0.6161770820617676,0.5497442483901978,0.6342370510101318
s0089,32,ssim,1,0.5829846262931824,0.586793065071106,0.5403159260749817,0.61893630027771,0.5239065885543823,0.6271824240684509
s0250,32,ssim,1,0.5805628299713135,0.5605260729789734,0.5310536026954651,0.669558048248291,0.5237904191017151,0.6933833956718445
s0037,32,ssim,1,0.5799242258071899,0.5890994071960449,0.5261094570159912,0.6235005855560303,0.46899327635765076,0.6519629955291748
s1004,32,ssim,1,0.5785278081893921,0.5795924067497253,0.5541968941688538,0.5979468822479248,0.5431917905807495,0.6218076348304749
s0561,32,ssim,1,0.572139322757721,0.5833523273468018,0.49022525548934937,0.6415777802467346,0.45922160148620605,0.6779571175575256
s0420,32,ssim,1,0.5644839406013489,0.5599097609519958,0.5302713513374329,0.6032629609107971,0.5275756120681763,0.6466957926750183
s0608,32,ssim,1,0.5570273995399475,0.5577958822250366,0.5246586799621582,0.5844104886054993,0.5076479911804199,0.6069881319999695
s0102,32,ssim,1,0.5533713698387146,0.6037425994873047,0.2705320417881012,0.7642239928245544,0.1834668666124344,0.8238620758056641
s0393,32,ssim,1,0.5525323152542114,0.547569215297699,0.5308105945587158,0.5898163914680481,0.5169625282287598,0.6049058437347412
s0175,32,ssim,1,0.5485031008720398,0.5550375580787659,0.5198347568511963,0.5724301338195801,0.5141775012016296,0.5809144973754883
s1077,32,ssim,1,0.5465355515480042,0.5393025875091553,0.5152605772018433,0.5900607109069824,0.4982980191707611,0.6469117403030396
s1025,32,ssim,1,0.5449106693267822,0.5397063493728638,0.5005021691322327,0.5938330292701721,0.48464420437812805,0.6479623913764954
s0146,32,ssim,1,0.5399933457374573,0.5461587309837341,0.5056747198104858,0.6280614733695984,0.11431580781936646,0.724138081073761
s0327,32,ssim,1,0.5385648608207703,0.5565736889839172,0.4372856020927429,0.6114180088043213,0.3901335299015045,0.6575401425361633
s0791,32,ssim,1,0.5215271711349487,0.5199283361434937,0.4530419707298279,0.5645484328269958,0.44188666343688965,0.6719530820846558
s0321,32,ssim,1,0.5183704495429993,0.5077341794967651,0.47417131066322327,0.5964702367782593,0.45349547266960144,0.6369448304176331
s0652,32,ssim,1,0.5180386304855347,0.5067372918128967,0.47592177987098694,0.5761029124259949,0.4626886248588562,0.6171171069145203
s0376,32,ssim,1,0.509607195854187,0.4998776614665985,0.4159448444843292,0.6131693124771118,0.4057552218437195,0.6766342520713806
s1026,32,ssim,1,0.5039640069007874,0.49984151124954224,0.47074055671691895,0.5401231050491333,0.4420596957206726,0.5600403547286987
s0840,32,ssim,1,0.501759946346283,0.5102890133857727,0.4427641034126282,0.5549054741859436,0.43025845289230347,0.5704506635665894
s0736,32,ssim,1,0.5001954436302185,0.49836742877960205,0.46771353483200073,0.5296424031257629,0.45098957419395447,0.542925238609314
s0858,32,ssim,1,0.49995917081832886,0.49634137749671936,0.4730129539966583,0.5347427129745483,0.4043377637863159,0.5451218485832214
s0367,32,ssim,1,0.49105748534202576,0.49622684717178345,0.44709059596061707,0.5326019525527954,0.3927435278892517,0.5548500418663025
s0740,32,ssim,1,0.478455513715744,0.48074373602867126,0.417768657207489,0.5418847799301147,0.3325629234313965,0.5955703258514404
s0501,32,ssim,1,0.4770626425743103,0.5016543865203857,0.28670141100883484,0.7426178455352783,0.15979138016700745,0.7590738534927368
s0510,32,ssim,1,0.4631560742855072,0.45897606015205383,0.4434972107410431,0.48851943016052246,0.42892786860466003,0.5178559422492981
s0595,32,ssim,1,0.4606258273124695,0.4568016231060028,0.43437913060188293,0.49593040347099304,0.40655651688575745,0.5014668703079224
s0411,32,ssim,1,0.4606150686740875,0.49196746945381165,0.2718717157840729,0.6473023295402527,0.22856782376766205,0.7140051126480103
s0551,32,ssim,1,0.45177119970321655,0.4586579203605652,0.4136885404586792,0.4881313145160675,0.37714776396751404,0.5227431654930115
